order_id,product_id,quantity,unit_price
ORD-000081,PRD-068,2,629.0
ORD-000081,PRD-047,3,679.0
ORD-000081,PRD-039,2,609.0
ORD-000082,PRD-068,2,629.0
ORD-000082,PRD-026,1,1139.0
ORD-000082,PRD-072,1,699.0
ORD-000083,PRD-079,1,1619.0
ORD-000083,PRD-093,1,229.0
ORD-000084,PRD-041,1,849.0
ORD-000085,PRD-084,1,1229.0
ORD-000085,PRD-047,1,679.0
ORD-000085,PRD-039,1,609.0
ORD-000086,PRD-056,1,549.0
ORD-000087,PRD-011,1,339.0
ORD-000087,PRD-079,1,1619.0
ORD-000088,PRD-068,1,629.0
ORD-000089,PRD-073,1,1089.0
ORD-000089,PRD-019,1,679.0
ORD-000090,PRD-044,2,819.0
ORD-000091,PRD-060,1,529.0
ORD-000091,PRD-056,2,549.0
ORD-000092,PRD-011,1,339.0
ORD-000093,PRD-046,2,1109.0
ORD-000094,PRD-013,1,899.0
ORD-000094,PRD-053,1,349.0
ORD-000095,PRD-053,1,349.0
ORD-000096,PRD-044,1,819.0
ORD-000097,PRD-018,1,939.0
ORD-000097,PRD-065,1,739.0
ORD-000097,PRD-044,2,819.0
ORD-000097,PRD-001,2,459.0
ORD-000098,PRD-005,2,419.0
ORD-000099,PRD-084,1,1229.0
ORD-000100,PRD-007,1,319.0
ORD-000101,PRD-044,3,819.0
ORD-000102,PRD-044,2,819.0
ORD-000103,PRD-044,1,819.0
ORD-000103,PRD-093,1,229.0
ORD-000103,PRD-056,1,549.0
ORD-000104,PRD-074,2,1449.0
ORD-000105,PRD-011,1,339.0
ORD-000105,PRD-001,2,459.0
ORD-000105,PRD-022,3,849.0
ORD-000106,PRD-018,2,939.0
ORD-000106,PRD-087,1,359.0
ORD-000106,PRD-085,1,159.0
ORD-000107,PRD-024,1,979.0
ORD-000108,PRD-079,1,1619.0
ORD-000108,PRD-013,1,899.0
ORD-000109,PRD-063,2,449.0
ORD-000110,PRD-041,2,849.0
ORD-000111,PRD-035,1,1219.0
ORD-000112,PRD-004,1,429.0
ORD-000113,PRD-041,1,849.0
ORD-000114,PRD-018,3,939.0
ORD-000115,PRD-018,1,939.0
ORD-000116,PRD-068,1,629.0
ORD-000117,PRD-090,1,289.0
ORD-000118,PRD-035,1,1219.0
ORD-000119,PRD-014,2,569.0
ORD-000120,PRD-018,3,939.0
ORD-000121,PRD-090,1,289.0
ORD-000121,PRD-039,1,609.0
ORD-000122,PRD-062,1,529.0
ORD-000122,PRD-093,1,229.0
ORD-000123,PRD-026,1,1139.0
ORD-000124,PRD-086,1,239.0
ORD-000125,PRD-025,3,879.0
ORD-000126,PRD-047,3,679.0
ORD-000127,PRD-056,1,549.0
ORD-000128,PRD-026,1,1139.0
ORD-000128,PRD-063,2,449.0
ORD-000128,PRD-082,1,1629.0
ORD-000128,PRD-045,1,709.0
ORD-000129,PRD-073,1,1089.0
ORD-000130,PRD-044,1,819.0
ORD-000131,PRD-032,1,579.0
ORD-000132,PRD-087,1,359.0
ORD-000133,PRD-038,1,1329.0
ORD-000134,PRD-093,1,229.0
ORD-000134,PRD-041,1,849.0
ORD-000135,PRD-018,1,939.0
ORD-000135,PRD-056,1,549.0
ORD-000136,PRD-016,1,989.0
ORD-000136,PRD-026,1,1139.0
ORD-000136,PRD-018,2,939.0
ORD-000137,PRD-068,1,629.0
ORD-000138,PRD-072,1,699.0
ORD-000139,PRD-011,1,339.0
ORD-000140,PRD-072,1,699.0
ORD-000141,PRD-020,2,699.0
ORD-000142,PRD-007,3,319.0
ORD-000142,PRD-041,1,849.0
ORD-000143,PRD-087,1,359.0
ORD-000143,PRD-093,1,229.0
ORD-000143,PRD-018,1,939.0
ORD-000144,PRD-068,1,629.0
ORD-000145,PRD-022,1,849.0
ORD-000146,PRD-018,1,939.0
ORD-000146,PRD-072,2,699.0
ORD-000147,PRD-093,2,229.0
ORD-000148,PRD-035,1,1219.0
ORD-000149,PRD-073,1,1089.0
ORD-000149,PRD-022,2,849.0
ORD-000150,PRD-018,1,939.0
ORD-000150,PRD-093,1,229.0
ORD-000151,PRD-022,1,849.0
ORD-000151,PRD-044,1,819.0
ORD-000151,PRD-063,1,449.0
ORD-000152,PRD-087,1,359.0
ORD-000153,PRD-093,1,229.0
ORD-000154,PRD-005,3,419.0
ORD-000155,PRD-035,1,1219.0
ORD-000156,PRD-079,1,1619.0
ORD-000157,PRD-030,1,1039.0
ORD-000157,PRD-022,1,849.0
ORD-000158,PRD-026,1,1139.0
ORD-000158,PRD-072,1,699.0
ORD-000159,PRD-026,2,1139.0
ORD-000160,PRD-085,1,159.0
ORD-000160,PRD-013,1,899.0
ORD-000160,PRD-072,1,699.0
ORD-000161,PRD-035,1,1219.0
ORD-000161,PRD-033,1,749.0
ORD-000161,PRD-091,2,129.0
ORD-000161,PRD-044,2,819.0
ORD-000162,PRD-084,3,1229.0
ORD-000163,PRD-040,1,1239.0
ORD-000164,PRD-035,1,1219.0
ORD-000165,PRD-026,1,1139.0
ORD-000165,PRD-068,1,629.0
ORD-000166,PRD-041,1,849.0
ORD-000167,PRD-056,1,549.0
ORD-000168,PRD-026,1,1139.0
ORD-000168,PRD-006,3,439.0
ORD-000169,PRD-016,2,989.0
ORD-000169,PRD-007,1,319.0
ORD-000170,PRD-044,1,819.0
ORD-000171,PRD-072,1,699.0
ORD-000171,PRD-026,1,1139.0
ORD-000172,PRD-032,2,579.0
ORD-000172,PRD-062,1,529.0
ORD-000172,PRD-005,1,419.0
ORD-000172,PRD-018,1,939.0
ORD-000173,PRD-072,1,699.0
ORD-000174,PRD-042,1,1309.0
ORD-000175,PRD-016,1,989.0
ORD-000176,PRD-083,1,2029.0
ORD-000177,PRD-026,2,1139.0
ORD-000177,PRD-063,1,449.0
ORD-000177,PRD-002,1,229.0
ORD-000177,PRD-072,3,699.0
ORD-000178,PRD-038,2,1329.0
ORD-000178,PRD-022,1,849.0
ORD-000179,PRD-068,2,629.0
ORD-000180,PRD-022,1,849.0
ORD-000180,PRD-035,2,1219.0
ORD-000181,PRD-026,1,1139.0
ORD-000182,PRD-013,2,899.0
ORD-000183,PRD-038,1,1329.0
ORD-000184,PRD-049,1,449.0
ORD-000185,PRD-006,1,439.0
ORD-000185,PRD-091,1,129.0
ORD-000186,PRD-072,3,699.0
ORD-000187,PRD-013,2,899.0
ORD-000187,PRD-018,2,939.0
ORD-000188,PRD-022,1,849.0
ORD-000188,PRD-004,2,429.0
ORD-000189,PRD-087,1,359.0
ORD-000189,PRD-035,2,1219.0
ORD-000190,PRD-082,2,1629.0
ORD-000191,PRD-022,1,849.0
ORD-000192,PRD-093,1,229.0
ORD-000192,PRD-068,1,629.0
ORD-000193,PRD-016,2,989.0
ORD-000193,PRD-063,3,449.0
ORD-000194,PRD-086,1,239.0
ORD-000194,PRD-053,2,349.0
ORD-000195,PRD-089,1,199.0
ORD-000196,PRD-004,1,429.0
ORD-000196,PRD-063,1,449.0
ORD-000197,PRD-004,1,429.0
ORD-000198,PRD-007,2,319.0
ORD-000199,PRD-041,1,849.0
ORD-000200,PRD-018,1,939.0
ORD-000201,PRD-026,1,1139.0
ORD-000202,PRD-027,1,659.0
ORD-000202,PRD-056,1,549.0
ORD-000203,PRD-056,3,549.0
ORD-000204,PRD-063,2,449.0
ORD-000205,PRD-044,1,819.0
ORD-000206,PRD-011,1,339.0
ORD-000207,PRD-041,1,849.0
ORD-000207,PRD-046,1,1109.0
ORD-000208,PRD-026,2,1139.0
ORD-000208,PRD-091,2,129.0
ORD-000209,PRD-018,1,939.0
ORD-000210,PRD-011,1,339.0
ORD-000211,PRD-011,1,339.0
ORD-000211,PRD-010,1,339.0
ORD-000212,PRD-007,1,319.0
ORD-000213,PRD-035,2,1219.0
ORD-000214,PRD-026,1,1139.0
ORD-000215,PRD-041,2,849.0
ORD-000215,PRD-035,1,1219.0
ORD-000216,PRD-035,3,1219.0
ORD-000216,PRD-054,3,399.0
ORD-000217,PRD-056,1,549.0
ORD-000217,PRD-084,1,1229.0
ORD-000218,PRD-013,1,899.0
ORD-000219,PRD-047,1,679.0
ORD-000220,PRD-018,1,939.0
ORD-000221,PRD-093,1,229.0
ORD-000222,PRD-072,1,699.0
ORD-000223,PRD-093,1,229.0
ORD-000223,PRD-011,1,339.0
ORD-000224,PRD-068,1,629.0
ORD-000224,PRD-084,1,1229.0
ORD-000224,PRD-008,1,259.0
ORD-000225,PRD-052,1,329.0
ORD-000225,PRD-042,1,1309.0
ORD-000226,PRD-053,1,349.0
ORD-000226,PRD-039,2,609.0
ORD-000226,PRD-016,1,989.0
ORD-000227,PRD-075,3,2439.0
ORD-000228,PRD-006,1,439.0
ORD-000229,PRD-007,1,319.0
ORD-000229,PRD-022,1,849.0
ORD-000229,PRD-068,3,629.0
ORD-000230,PRD-041,1,849.0
ORD-000231,PRD-035,1,1219.0
ORD-000232,PRD-035,1,1219.0
ORD-000232,PRD-053,1,349.0
ORD-000232,PRD-089,1,199.0
ORD-000233,PRD-022,1,849.0
ORD-000233,PRD-026,1,1139.0
ORD-000234,PRD-013,1,899.0
ORD-000234,PRD-039,2,609.0
ORD-000234,PRD-068,1,629.0
ORD-000235,PRD-022,2,849.0
ORD-000235,PRD-018,1,939.0
ORD-000236,PRD-005,3,419.0
ORD-000236,PRD-042,3,1309.0
ORD-000237,PRD-006,1,439.0
ORD-000238,PRD-090,1,289.0
ORD-000238,PRD-042,2,1309.0
ORD-000239,PRD-018,1,939.0
ORD-000240,PRD-039,1,609.0
ORD-000241,PRD-072,1,699.0
ORD-000241,PRD-044,2,819.0
ORD-000241,PRD-086,3,239.0
ORD-000242,PRD-039,1,609.0
ORD-000242,PRD-044,1,819.0
ORD-000243,PRD-024,1,979.0
ORD-000244,PRD-096,1,149.0
ORD-000244,PRD-084,1,1229.0
ORD-000245,PRD-093,1,229.0
ORD-000246,PRD-093,1,229.0
ORD-000246,PRD-091,2,129.0
ORD-000246,PRD-044,1,819.0
ORD-000247,PRD-068,1,629.0
ORD-000247,PRD-009,1,479.0
ORD-000248,PRD-041,3,849.0
ORD-000249,PRD-086,1,239.0
ORD-000249,PRD-041,1,849.0
ORD-000250,PRD-026,2,1139.0
ORD-000250,PRD-063,3,449.0
ORD-000250,PRD-068,2,629.0
ORD-000251,PRD-022,1,849.0
ORD-000251,PRD-035,2,1219.0
ORD-000252,PRD-039,1,609.0
ORD-000252,PRD-075,2,2439.0
ORD-000252,PRD-022,1,849.0
ORD-000253,PRD-085,1,159.0
ORD-000254,PRD-018,1,939.0
ORD-000254,PRD-072,1,699.0
ORD-000255,PRD-035,1,1219.0
ORD-000255,PRD-038,1,1329.0
ORD-000256,PRD-086,1,239.0
ORD-000256,PRD-035,1,1219.0
ORD-000257,PRD-063,1,449.0
ORD-000258,PRD-018,1,939.0
ORD-000259,PRD-087,1,359.0
ORD-000259,PRD-091,3,129.0
ORD-000260,PRD-039,1,609.0
ORD-000260,PRD-044,2,819.0
ORD-000260,PRD-018,1,939.0
ORD-000260,PRD-079,1,1619.0
ORD-000261,PRD-026,1,1139.0
ORD-000261,PRD-078,1,2449.0
ORD-000261,PRD-025,1,879.0
ORD-000262,PRD-018,1,939.0
ORD-000262,PRD-093,1,229.0
ORD-000262,PRD-065,1,739.0
ORD-000263,PRD-041,1,849.0
ORD-000263,PRD-039,1,609.0
ORD-000264,PRD-047,1,679.0
ORD-000265,PRD-068,1,629.0
ORD-000265,PRD-032,1,579.0
ORD-000266,PRD-042,2,1309.0
ORD-000266,PRD-056,1,549.0
ORD-000267,PRD-049,1,449.0
ORD-000267,PRD-081,1,1339.0
ORD-000268,PRD-090,1,289.0
ORD-000269,PRD-056,1,549.0
ORD-000270,PRD-073,1,1089.0
ORD-000271,PRD-091,2,129.0
ORD-000272,PRD-063,1,449.0
ORD-000273,PRD-044,1,819.0
ORD-000273,PRD-008,1,259.0
ORD-000273,PRD-091,1,129.0
ORD-000274,PRD-090,1,289.0
ORD-000275,PRD-025,1,879.0
ORD-000276,PRD-006,2,439.0
ORD-000276,PRD-056,2,549.0
ORD-000276,PRD-083,3,2029.0
ORD-000276,PRD-047,1,679.0
ORD-000277,PRD-068,1,629.0
ORD-000277,PRD-018,2,939.0
ORD-000278,PRD-002,1,229.0
ORD-000278,PRD-016,3,989.0
ORD-000279,PRD-089,1,199.0
ORD-000280,PRD-025,3,879.0
ORD-000280,PRD-026,1,1139.0
ORD-000281,PRD-079,2,1619.0
ORD-000282,PRD-026,1,1139.0
ORD-000283,PRD-062,1,529.0
ORD-000284,PRD-022,1,849.0
ORD-000284,PRD-038,1,1329.0
ORD-000285,PRD-042,3,1309.0
ORD-000285,PRD-026,1,1139.0
ORD-000286,PRD-006,1,439.0
ORD-000287,PRD-007,2,319.0
ORD-000288,PRD-068,1,629.0
ORD-000288,PRD-042,1,1309.0
ORD-000288,PRD-089,1,199.0
ORD-000289,PRD-089,1,199.0
ORD-000289,PRD-041,2,849.0
ORD-000289,PRD-042,1,1309.0
ORD-000289,PRD-039,2,609.0
ORD-000290,PRD-026,2,1139.0
ORD-000291,PRD-005,1,419.0
ORD-000291,PRD-035,1,1219.0
ORD-000292,PRD-062,1,529.0
ORD-000293,PRD-068,1,629.0
ORD-000293,PRD-006,2,439.0
ORD-000293,PRD-084,3,1229.0
ORD-000294,PRD-047,3,679.0
ORD-000294,PRD-026,1,1139.0
ORD-000294,PRD-018,1,939.0
ORD-000295,PRD-018,1,939.0
ORD-000295,PRD-063,1,449.0
ORD-000295,PRD-086,1,239.0
ORD-000295,PRD-019,3,679.0
ORD-000296,PRD-038,1,1329.0
ORD-000296,PRD-047,1,679.0
ORD-000297,PRD-069,1,739.0
ORD-000297,PRD-041,3,849.0
ORD-000297,PRD-090,1,289.0
ORD-000298,PRD-068,1,629.0
ORD-000298,PRD-035,1,1219.0
ORD-000298,PRD-087,1,359.0
ORD-000299,PRD-049,1,449.0
ORD-000299,PRD-026,1,1139.0
ORD-000300,PRD-090,1,289.0
ORD-000300,PRD-041,2,849.0
ORD-000301,PRD-042,1,1309.0
ORD-000301,PRD-091,2,129.0
ORD-000302,PRD-086,1,239.0
ORD-000303,PRD-087,1,359.0
ORD-000304,PRD-086,2,239.0
ORD-000305,PRD-081,1,1339.0
ORD-000305,PRD-026,1,1139.0
ORD-000306,PRD-008,1,259.0
ORD-000306,PRD-004,1,429.0
ORD-000307,PRD-072,2,699.0
ORD-000308,PRD-089,1,199.0
ORD-000308,PRD-035,1,1219.0
ORD-000308,PRD-013,1,899.0
ORD-000309,PRD-001,2,459.0
ORD-000310,PRD-040,2,1239.0
ORD-000310,PRD-041,2,849.0
ORD-000311,PRD-085,1,159.0
ORD-000311,PRD-035,1,1219.0
ORD-000311,PRD-017,1,669.0
ORD-000311,PRD-018,1,939.0
ORD-000312,PRD-018,1,939.0
ORD-000312,PRD-019,1,679.0
ORD-000313,PRD-093,1,229.0
ORD-000314,PRD-053,3,349.0
ORD-000314,PRD-035,1,1219.0
ORD-000314,PRD-037,2,779.0
ORD-000315,PRD-090,1,289.0
ORD-000315,PRD-068,1,629.0
ORD-000315,PRD-050,1,529.0
ORD-000316,PRD-014,1,569.0
ORD-000317,PRD-041,2,849.0
ORD-000317,PRD-091,1,129.0
ORD-000318,PRD-086,2,239.0
ORD-000319,PRD-039,1,609.0
ORD-000319,PRD-026,1,1139.0
ORD-000320,PRD-093,2,229.0
ORD-000320,PRD-063,2,449.0
ORD-000320,PRD-018,1,939.0
ORD-000321,PRD-026,1,1139.0
ORD-000321,PRD-008,1,259.0
ORD-000322,PRD-024,1,979.0
ORD-000323,PRD-072,1,699.0
ORD-000324,PRD-039,2,609.0
ORD-000325,PRD-047,1,679.0
ORD-000326,PRD-035,1,1219.0
ORD-000327,PRD-095,1,299.0
ORD-000327,PRD-072,1,699.0
ORD-000327,PRD-041,1,849.0
ORD-000328,PRD-011,1,339.0
ORD-000329,PRD-079,2,1619.0
ORD-000330,PRD-082,1,1629.0
ORD-000331,PRD-063,2,449.0
ORD-000332,PRD-068,1,629.0
ORD-000332,PRD-016,1,989.0
ORD-000333,PRD-054,1,399.0
ORD-000334,PRD-044,2,819.0
ORD-000335,PRD-018,1,939.0
ORD-000336,PRD-084,2,1229.0
ORD-000337,PRD-063,3,449.0
ORD-000338,PRD-083,1,2029.0
ORD-000338,PRD-068,1,629.0
ORD-000338,PRD-005,1,419.0
ORD-000339,PRD-035,1,1219.0
ORD-000340,PRD-040,2,1239.0
ORD-000340,PRD-068,1,629.0
ORD-000340,PRD-038,1,1329.0
ORD-000340,PRD-026,1,1139.0
ORD-000341,PRD-022,1,849.0
ORD-000341,PRD-035,1,1219.0
ORD-000342,PRD-018,1,939.0
ORD-000343,PRD-042,1,1309.0
ORD-000344,PRD-084,1,1229.0
ORD-000345,PRD-022,1,849.0
ORD-000346,PRD-079,1,1619.0
ORD-000347,PRD-089,2,199.0
ORD-000347,PRD-056,1,549.0
ORD-000348,PRD-091,1,129.0
ORD-000349,PRD-038,1,1329.0
ORD-000350,PRD-038,2,1329.0
ORD-000351,PRD-018,1,939.0
ORD-000351,PRD-072,1,699.0
ORD-000352,PRD-020,1,699.0
ORD-000353,PRD-062,1,529.0
ORD-000353,PRD-032,1,579.0
ORD-000354,PRD-053,1,349.0
ORD-000354,PRD-072,1,699.0
ORD-000354,PRD-079,1,1619.0
ORD-000355,PRD-063,1,449.0
ORD-000356,PRD-053,1,349.0
ORD-000356,PRD-018,2,939.0
ORD-000356,PRD-086,1,239.0
ORD-000356,PRD-090,1,289.0
ORD-000357,PRD-084,1,1229.0
ORD-000358,PRD-029,1,959.0
ORD-000358,PRD-072,3,699.0
ORD-000358,PRD-026,1,1139.0
ORD-000358,PRD-090,1,289.0
ORD-000359,PRD-059,1,429.0
ORD-000359,PRD-079,1,1619.0
ORD-000359,PRD-093,1,229.0
ORD-000360,PRD-026,1,1139.0
ORD-000361,PRD-053,1,349.0
ORD-000361,PRD-044,1,819.0
ORD-000361,PRD-024,1,979.0
ORD-000362,PRD-013,2,899.0
ORD-000362,PRD-005,1,419.0
ORD-000363,PRD-056,1,549.0
ORD-000363,PRD-006,1,439.0
ORD-000363,PRD-072,1,699.0
ORD-000364,PRD-056,1,549.0
ORD-000364,PRD-044,1,819.0
ORD-000364,PRD-085,1,159.0
ORD-000365,PRD-007,1,319.0
ORD-000366,PRD-068,3,629.0
ORD-000367,PRD-022,2,849.0
ORD-000368,PRD-086,1,239.0
ORD-000369,PRD-022,2,849.0
ORD-000370,PRD-047,1,679.0
ORD-000371,PRD-064,3,749.0
ORD-000371,PRD-073,3,1089.0
ORD-000371,PRD-026,1,1139.0
ORD-000372,PRD-006,1,439.0
ORD-000372,PRD-038,1,1329.0
ORD-000373,PRD-022,2,849.0
ORD-000373,PRD-044,1,819.0
ORD-000374,PRD-042,1,1309.0
ORD-000375,PRD-044,1,819.0
ORD-000376,PRD-034,2,809.0
ORD-000377,PRD-085,1,159.0
ORD-000378,PRD-018,2,939.0
ORD-000378,PRD-056,1,549.0
ORD-000379,PRD-053,1,349.0
ORD-000380,PRD-078,1,2449.0
ORD-000380,PRD-006,1,439.0
ORD-000381,PRD-044,2,819.0
ORD-000382,PRD-091,2,129.0
ORD-000382,PRD-039,1,609.0
ORD-000383,PRD-068,2,629.0
ORD-000383,PRD-086,1,239.0
ORD-000383,PRD-073,1,1089.0
ORD-000384,PRD-024,1,979.0
ORD-000385,PRD-007,1,319.0
ORD-000385,PRD-068,1,629.0
ORD-000385,PRD-026,1,1139.0
ORD-000386,PRD-004,1,429.0
ORD-000387,PRD-041,1,849.0
ORD-000388,PRD-089,3,199.0
ORD-000388,PRD-005,1,419.0
ORD-000389,PRD-040,1,1239.0
ORD-000389,PRD-046,1,1109.0
ORD-000389,PRD-093,2,229.0
ORD-000390,PRD-073,1,1089.0
ORD-000390,PRD-065,1,739.0
ORD-000390,PRD-011,1,339.0
ORD-000391,PRD-068,2,629.0
ORD-000391,PRD-087,1,359.0
ORD-000392,PRD-052,1,329.0
ORD-000392,PRD-004,3,429.0
ORD-000392,PRD-093,1,229.0
ORD-000393,PRD-018,1,939.0
ORD-000394,PRD-006,3,439.0
ORD-000394,PRD-037,3,779.0
ORD-000395,PRD-068,1,629.0
ORD-000395,PRD-073,2,1089.0
ORD-000396,PRD-090,1,289.0
ORD-000397,PRD-055,1,269.0
ORD-000398,PRD-093,1,229.0
ORD-000398,PRD-035,1,1219.0
ORD-000399,PRD-026,2,1139.0
ORD-000399,PRD-001,1,459.0
ORD-000399,PRD-068,1,629.0
ORD-000400,PRD-018,1,939.0
ORD-000401,PRD-038,3,1329.0
ORD-000402,PRD-090,1,289.0
ORD-000403,PRD-006,1,439.0
ORD-000404,PRD-041,1,849.0
ORD-000404,PRD-084,1,1229.0
ORD-000405,PRD-087,1,359.0
ORD-000405,PRD-053,1,349.0
ORD-000406,PRD-047,1,679.0
ORD-000407,PRD-086,1,239.0
ORD-000408,PRD-041,1,849.0
ORD-000408,PRD-004,1,429.0
ORD-000408,PRD-026,1,1139.0
ORD-000409,PRD-044,1,819.0
ORD-000410,PRD-073,1,1089.0
ORD-000411,PRD-093,1,229.0
ORD-000411,PRD-045,1,709.0
ORD-000412,PRD-052,1,329.0
ORD-000413,PRD-002,1,229.0
ORD-000413,PRD-056,1,549.0
ORD-000413,PRD-025,1,879.0
ORD-000414,PRD-082,2,1629.0
ORD-000414,PRD-063,1,449.0
ORD-000415,PRD-040,3,1239.0
ORD-000416,PRD-026,2,1139.0
ORD-000416,PRD-056,1,549.0
ORD-000417,PRD-096,1,149.0
ORD-000418,PRD-049,1,449.0
ORD-000419,PRD-007,2,319.0
ORD-000420,PRD-056,1,549.0
ORD-000421,PRD-041,3,849.0
ORD-000421,PRD-063,1,449.0
ORD-000422,PRD-053,1,349.0
ORD-000422,PRD-013,1,899.0
ORD-000423,PRD-063,3,449.0
ORD-000424,PRD-018,1,939.0
ORD-000424,PRD-067,1,439.0
ORD-000425,PRD-086,1,239.0
ORD-000426,PRD-068,1,629.0
ORD-000426,PRD-072,2,699.0
ORD-000426,PRD-053,1,349.0
ORD-000426,PRD-069,2,739.0
ORD-000427,PRD-039,1,609.0
ORD-000427,PRD-044,1,819.0
ORD-000427,PRD-068,1,629.0
ORD-000428,PRD-024,1,979.0
ORD-000429,PRD-053,1,349.0
ORD-000430,PRD-087,1,359.0
ORD-000431,PRD-086,2,239.0
ORD-000432,PRD-022,1,849.0
ORD-000433,PRD-006,3,439.0
ORD-000433,PRD-019,1,679.0
ORD-000434,PRD-047,1,679.0
ORD-000434,PRD-044,1,819.0
ORD-000434,PRD-039,1,609.0
ORD-000435,PRD-010,1,339.0
ORD-000436,PRD-026,1,1139.0
ORD-000436,PRD-046,2,1109.0
ORD-000437,PRD-041,1,849.0
ORD-000438,PRD-082,1,1629.0
ORD-000439,PRD-079,1,1619.0
ORD-000439,PRD-002,1,229.0
ORD-000440,PRD-018,1,939.0
